INDRA UUID	Belief	PMID	Evidence	API	Subject	Predicate	Object
112ba9e4-df1e-4aac-b9d1-6732831d0bc7	0.86	23470617	WAS Induced Intestinal Pathology Is Mediated by CRH.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:WAS))
2e8491f5-0f46-4b8e-bfa7-0e96b09eac8a	0.95	23470617	We also showed that WAS induced CRH production inhibited intestinal NLRP6 expression and led to the development of intestinal pathology.	reach	p(HGNC:CRH)	directlyDecreases	p(HGNC:NLRP6)
1b799099-8ba0-4ff1-b947-32153c890660	0.94	23470617	We speculate that the early increase in CRH during WAS down-regulates NLRP6 and its downstream effectors IL-18 and IL-1beta, leading to intestinal dysbiosis.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL18))
86a5db42-e9b8-41c6-a1ab-d30ee0f013c7	0.98	23470617	We speculate that the early increase in CRH during WAS down-regulates NLRP6 and its downstream effectors IL-18 and IL-1beta, leading to intestinal dysbiosis.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL1B))
8363e34d-746a-43a8-99b3-a139657bcb9a	0.97	23470617	We speculate that the early increase in CRH during WAS down-regulates NLRP6 and its downstream effectors IL-18 and IL-1beta, leading to intestinal dysbiosis.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:NLRP6))
8363e34d-746a-43a8-99b3-a139657bcb9a	0.97	23470617	XREF_BIBR, XREF_BIBR Our study further suggests that stress induced CRH inhibition of NLRP6 inflammasome signaling may play a role in WAS induced intestinal pathology by inducing fecal dysbiosis.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:NLRP6))
ed760048-65d9-487a-a966-70dae3a29a78	0.95	23474132	Contrary to our predictions, first-time fathers did not show any differences in baseline, post-stress, DEX suppressed, or CRH stimulated CORT concentrations when compared to non breeding and virgin males; CORT levels of the three groups were statistically indistinguishable at each time point measured.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CORT))
e927778e-3863-4b58-b171-fcf79acbf514	0.95	23483921	CRHBP, together with CRH receptors, mediates the activity of CRH in the brain and the pituitary, presumably acting as a negative regulator of CRH.	reach	p(HGNC:CRHBP)	directlyIncreases	act(p(HGNC:CRH))
a87deb29-f4d7-4a6d-971b-5f998f9da057	0.86	23537079	NUCB2 and nesfatin -1 is co-localized with several neurotransmitters involved in regulation of food intake, autonomic and neuroendocrine functions, including oxytocin, vasopressin, neuropeptide Y, cocaine- and amphetamine regulated transcript, proopiomelanocortin, alpha-melanocyte-stimulating hormone, melanin concentrating hormone, leptin, mammalian target of rapamycin, urocortin-1, corticotropin releasing factor and serotonin.	reach	p(HGNC:PMCH)	directlyIncreases	act(p(HGNC:CRH))
3a419c25-2deb-43b8-9e62-3b2b2194f373	0.92	23565498	[XREF_BIBR XREF_BIBR XREF_BIBR] The electrical activity of these cell groups is modulated by ghrelin as shown using patch clamp electrophysiological studies where ghrelin stimulates the activity of NPY and AgRP and hypocretin and orexin cells, and decreases the activity of POMC and CRH cells.	reach	p(HGNC:GHRL)	directlyDecreases	act(p(HGNC:CRH))
74cfca92-f9b2-4250-96ab-0286baa36425	0.95	23565499	[XREF_BIBR] Conversely, starvation decreases and leptin increases PVH CRH gene expression and peptide levels.	reach	p(HGNC:LEP)	directlyIncreases	p(HGNC:CRH)
82523c6f-6085-4a02-bde5-e645e93eaded	0.94	23567476	Intraventricular administration of corticotropin releasing hormone CRH and CRF) enhanced the ASR in male rats while CRF receptor 1 (CRF-R1) conditional knockouts in the limbic system were hypersensitive to stress.	reach	p(HGNC:CRH)	directlyIncreases	act(p(PFAM:PF06392))
3c3ed73b-8f50-4b86-b896-24ccb990daf8	0.92	2357570	The intracerebroventricular injection (1 microgram) of murine corticotropin releasing factor (r-CRF) to rats after 72 h of sleep deprivation markedly postponed the sleep onset, reduced slow wave sleep and prolonged the duration of paradoxical sleep (PS) episodes.	reach	p(HGNC:CRH)	directlyIncreases	act(p(PFAM:PF07507))
cea9ba2a-8cb9-4fd1-90a8-051f847c9f9e	0.94	23579941	CRH is produced by neurons in the CeA, the BNST, and the brainstem.	reach	p(HGNC:CEACAM5)	directlyIncreases	act(p(HGNC:CRH))
0101b02d-cfda-4108-8c81-88d7d2e3e00f	0.92	23587111	10 nM CRH did not induce ERVW-1 mRNA expression while 100 nM CRH increased it by 1.87- fold.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:"ERVW-1")
0101b02d-cfda-4108-8c81-88d7d2e3e00f	0.92	23587111	Also, in primary human trophoblasts, CRH stimulation induced ERVW-1 expression, without any induction of hCG secretion [XREF_BIBR].	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:"ERVW-1")
5e1a8c8d-744c-42e0-83c2-c3af14edb142	1.0	23587111	CRH is known to activate the cAMP and PKA (protein kinase A) pathway via its receptors, CRHR1 and CRHR2, leading to phosphorylation of the cAMP response element binding protein (CREB1) [XREF_BIBR].	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:PKA))
5e1a8c8d-744c-42e0-83c2-c3af14edb142	1.0	23587111	CRH is known to activate the cAMP and PKA (protein kinase A) pathway via its receptors, CRHR1 and CRHR2, leading to phosphorylation of the cAMP response element binding protein (CREB1) [XREF_BIBR].	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:PKA))
414dda3f-2ace-4319-b808-451296da7d88	0.95	23587111	CRH up-regulates CRHR1 and CRHR2 mRNA expression.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
291438da-9830-4fd8-aa16-2387e291ca60	0.86	23587111	CRH up-regulates CRHR1 and CRHR2 mRNA expression.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR2)
9345024d-5d7c-49af-82d7-f1814432d170	0.86	23587111	Indeed, these results indicate that while CRH may activate GNAS pathways, cAMP may activate additional compartments of cAMP mediated signalling, or CRH may activate additional pathways that antagonise apoptosis effects mediated by cAMP.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GNAS))
9345024d-5d7c-49af-82d7-f1814432d170	0.86	23587111	Moreover, other results from our laboratory have shown that CRH promoter activity is increased by 8-Br-cAMP in human placental cells [XREF_BIBR], while others have shown that CRH can act via CRH-receptors to stimulate GNAS and increase cAMP production [XREF_BIBR, XREF_BIBR].	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:GNAS))
414dda3f-2ace-4319-b808-451296da7d88	0.95	23587111	We observed that CRH up-regulated the expression of both CRHR1 and CRHR2 in a dose dependent manner.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR1)
291438da-9830-4fd8-aa16-2387e291ca60	0.86	23587111	We observed that CRH up-regulated the expression of both CRHR1 and CRHR2 in a dose dependent manner.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:CRHR2)
82523c6f-6085-4a02-bde5-e645e93eaded	0.94	23590881	We investigated the role of corticotropin releasing factor (CRF) and norepinephrine (NE), two key mediators of the brain stress system, on acute heroin withdrawal potentiated ASR.	reach	p(HGNC:CRH)	directlyIncreases	act(p(PFAM:PF06392))
2e2c7ef3-aabb-418e-9642-92e247a3d86b	0.88	23596380	In terms of origin, the MCR gene family appears to be a relatively " recent " addition as compared to other hormone and neuropeptide activated GPCR gene families such as the vasopressin and oxytocin receptor gene family, the CRH receptor gene family, or the GnRH receptor gene family.	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:GPCR))
5652874e-45bd-4c1c-a475-bc50319a8e1a	0.94	23623868	IL1, IL6, TNFalpha and LIF can each stimulate transcription of the CRH and POMC genes in cell culture directly.	reach	p(HGNC:IL6)	directlyIncreases	p(HGNC:CRH)
d101833c-ae79-4d59-9038-cf6a6096eeea	0.92	23623868	IL1, IL6, TNFalpha and LIF can each stimulate transcription of the CRH and POMC genes in cell culture directly.	reach	p(HGNC:TNF)	directlyIncreases	p(HGNC:CRH)
2867274e-e710-4e8b-9c4b-768ac1d0d69b	0.95	23638035	Upon decidualization, CRH inhibits the production of PGE2 and stimulates IL-1 and IL-6 production in human endometrial stromal cells XREF_BIBR.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:IL6))
2eb08562-caee-4b66-92b0-e4f70a984988	0.86	23638035	Upon decidualization, CRH inhibits the production of PGE2 and stimulates IL-1 and IL-6 production in human endometrial stromal cells XREF_BIBR.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:PTGER4))
e0e68125-874d-4464-a102-250578ff9283	0.98	23638035	with CRH can down-regulate its own CRHR1 receptor.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CRHR1))
8f9e6e03-4cf1-49c0-bc02-862af0aa23f3	0.95	23646178	The hyperactivated HPA axis upregulates the release of corticotropin releasing hormone and cortisol, which has been detected in the cerebrospinal fluid and plasma of MDD patients XREF_BIBR, XREF_BIBR.	reach	p(HGNC:HPSE)	directlyIncreases	act(p(HGNC:CRH))
86a5db42-e9b8-41c6-a1ab-d30ee0f013c7	0.98	23666959	In addition, CRH has been shown to attenuate IL-1beta in vitro effects on myometrial cell prostaglandin (PG) production.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL1B))
86a5db42-e9b8-41c6-a1ab-d30ee0f013c7	0.98	23666959	Our studies on isolated cells and explants from laboring myometrium suggest that during active labor, the inhibitory actions of CRH are abolished, whereas the potentiating effects of CRH are still intact and enhance IL-1beta effects.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL1B))
f4a13057-3288-40e9-aea8-5e5262bb4c7d	0.98	23666959	The first novel finding is that CRH was unable to directly activate the NF-kappaB cascade.	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:NFkappaB))
86a5db42-e9b8-41c6-a1ab-d30ee0f013c7	0.98	23666959	The presence of CRH significantly reduced by 40%-50% IL-1beta effects on early (15 minutes) p65 phosphorylation levels and increased by 30% the amount of phosphorylated p65 present at the 2-hour time point (XREF_FIG B), suggesting prolonged activation.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL1B))
7ce8b478-b520-427d-876a-6a75c4026bef	0.95	23667630	Finally, REM sleep deprived rats repeatedly treated with CRH also exhibit impairment of sleep homeostasis, with shorter bouts of REM sleep than vehicle treated rats XREF_BIBR and reduced power spectrum of low frequency bands (1.0 to 6.0 Hz) XREF_BIBR.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:REM1))
210ab0f3-8f01-4eba-95a0-f49b820fdedb	0.95	23667630	Mice trained to escape a shock exhibit REM sleep rebound, which is blocked by i.c.v. infusion of CRH XREF_BIBR; CRH receptor-1 (CRH-R1) knock-out mice do not exhibit as intense REM sleep blockade as control mice in response to CRH i.c.v. infusion XREF_BIBR.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:REM1))
075b824d-8584-4c18-9137-62836f7ba7da	0.92	23686762	Co-culture with CRH activated CD14 + cells increased the apoptosis in Hmvec cells.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CD14))
075b824d-8584-4c18-9137-62836f7ba7da	0.92	23686762	Exposure to CRH induced CD14 + cells to release tumour necrosis factor (TNF)-alpha.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CD14))
075b824d-8584-4c18-9137-62836f7ba7da	0.92	23686762	We conclude that CRH can activate CD14 + cells to produce TNF-alpha and compromise endothelial barrier function by inducing apoptosis of the endothelial cells.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CD14))
3548905d-4aa0-4860-be7f-df4fd0aa862d	0.92	23754974	These findings suggest that CRH and alpha-MSH mediate the actions of PACAP and NMU, and CCK and ODN, respectively.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:NMU))
2b3168b8-c5e5-44ee-93fc-995c4780754d	0.99	23768074	However, CBP : CREB binding contributed to stress induced CRH expression in the adult, enabling rapid CRH synthesis in hypothalamus.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRH))
6d18ff08-d037-4ca5-afea-799460acc6e6	0.92	23768074	However, CBP : CREB binding contributed to stress induced CRH expression in the adult, enabling rapid CRH synthesis in hypothalamus.	reach	p(HGNC:CREBBP)	directlyIncreases	p(HGNC:CRH)
6d18ff08-d037-4ca5-afea-799460acc6e6	0.92	23768074	These findings suggested that CBP : CREB interaction contributed to basal mRNA CRH expression in the PVN of the developing rodent.	reach	p(HGNC:CREBBP)	directlyIncreases	p(HGNC:CRH)
6d18ff08-d037-4ca5-afea-799460acc6e6	0.92	23768074	To examine if CBP : CREB interaction was required for stress induced CRH expression, we measured CRH hnRNA levels after imposition of stress, at 15 min from stress onset, within the time-frame of peak hnRNA expression for this gene.	reach	p(HGNC:CREBBP)	directlyIncreases	p(HGNC:CRH)
fa24a134-d878-4c15-959f-eaf1cdff0328	0.94	23769949	reported that chronic icv infusion of Ang II in rats caused reduced food intake and increased CRH expression in the hypothalamus.	reach	p(HGNC:AGT)	directlyIncreases	p(HGNC:CRH)
e8652e18-5260-4a1d-afa6-a1a35389eb0d	0.92	23785312	CRH and urocortins probably inhibit the activity of neuropeptide Y (NPY) neurons at the hypothalamus, which would normally stimulate food intake.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:NPY))
a2ced6b2-0b26-4d4e-98ce-d2ff529bfeb8	0.95	23820308	Homologous CRF 2 receptor desensitization induced by nonselective agonists urocortin 1, sauvagine, or corticotropin releasing factor.	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRH))
00870dad-3b22-4978-9c89-3c56973d7210	0.95	23825159	Additionally, alpha-MSH stimulates Crh transcription in the PVN of male rats XREF_BIBR, although, like gamma-MSH, it also inhibits interleukin-1beta-induced HPA activity, apparently through central MCRs XREF_BIBR.	reach	p(HGNC:POMC)	directlyIncreases	p(HGNC:CRH)
a2ced6b2-0b26-4d4e-98ce-d2ff529bfeb8	0.95	23839622	These effects seem to be due to a mildly increased secretion of melatonin in the pineal body that probably in turn increases corticotropin releasing factor (CRF) secretion and decreases thyrotropin releasing hormone (TRH) secretion in the hypothalamus.	reach	p(HGNC:C1QL1)	directlyIncreases	act(p(HGNC:CRH))
e0e68125-874d-4464-a102-250578ff9283	0.98	23846219	Following the demonstration of Ucn mRNA production by C-20/A4 cells the presence of functional endogenous Ucn production was confirmed by CRFR receptor blockade (by alpha-helical CRH (9-41), a competitive inhibitor of both CRFR1 and CRFR2 receptor subclasses) and the specific depletion of Ucn ligand released into the culture medium (using an Ucn specific antibody).	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:CRHR1))
b8de6787-8330-4bc9-a576-6c12a950e8c2	0.95	23856065	E2 also increases the expression of corticotropin releasing hormone (CRH) in the hypothalamus in female rhesus monkeys.	reach	p(UP:P27958)	directlyIncreases	p(HGNC:CRH)
fe633686-9a18-46fd-b0c0-5bfd55174d3a	0.95	23856065	In addition, because CRH release from the paraventricular nucleus of the hypothalamus is modulated, in part, by projections for the prefrontal cortex, and because it has been shown that E2 can increase CRH release in brain regions that mediate emotional behavior, we assessed whether acute treatment with astressin B, a mixed CRH receptor type 1 and type 2 (CRHR1/2) antagonist, would eliminate any status differences in E2 's ability to modulate GABA A R binding within these brain regions in subordinate females.	reach	p(UP:P27958)	directlyIncreases	act(p(HGNC:CRH))
00870dad-3b22-4978-9c89-3c56973d7210	0.95	23861649	ACTH has been shown to cause the down regulation of excessive CRH expression.	reach	p(HGNC:POMC)	directlyIncreases	p(HGNC:CRH)
1b799099-8ba0-4ff1-b947-32153c890660	0.94	23874274	On the other hand, CRH increased the generation of intracellular reactive oxygen intermediates (ROI), and CRH induced IL-18 production was blocked by an antioxidant, N-acetyl-l-cysteine (NAC) in mouse microglia.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL18))
de3c4159-8eb8-4812-9878-39f7a318352f	0.94	23874274	reported that CRH enhanced IL-18 mRNA expression and significantly induced the secretion of functional IL-18 protein in mouse BV2 microglial cells.	reach	p(HGNC:CRH)	directlyIncreases	p(HGNC:IL18)
1bde472f-5627-4c78-ad0f-b64f47defd72	0.95	23880214	Oxt can inhibit brain and hypothalamic-pituitary-adrenal (HPA) stress response by directly antagonizing corticotropin releasing factor activity in the brain.	reach	p(HGNC:OXT)	directlyDecreases	act(p(HGNC:CRH))
c18ff8b3-219a-4dce-a4dd-377bb7064719	0.92	23882180	Activation of CRH receptor type 1 expressed on glutamatergic neurons increases excitability of CA1 pyramidal neurons by the modulation of voltage gated ion channels.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CA1))
b6e42f30-621c-4223-913b-abfb9eadd8ab	0.92	23882180	Analogous to the increase of the PS amplitude, LTP was enhanced by CRH only when HFS was delivered to the CA3 pyramidal layer and remained unchanged when SCs were stimulated.	reach	p(HGNC:CRH)	directlyIncreases	act(p(UP:P80450))
5e1a8c8d-744c-42e0-83c2-c3af14edb142	1.0	23882180	Blank et al. ( xref ) described that CRH activates PKA in C57/BL6 whereas in BALB/c mice CRHR1 is coupled to the PKC pathway (Blank et al., xref ).	sparser	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:PKA))
c18ff8b3-219a-4dce-a4dd-377bb7064719	0.92	23882180	Here we provide evidence that CRH increases neuronal excitability of CA1 pyramidal neurons not by affecting synaptic transmission and mechanisms important for LTP, but by the modulation of somatic voltage gated ionic currents important for the generation of APs.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CA1))
b6e42f30-621c-4223-913b-abfb9eadd8ab	0.92	23882180	However, when Schaffer-collaterals were excited via action potentials (APs) generated by stimulation of CA3 pyramidal neurons, CRH increased fEPSP amplitudes (119.8 +/- 3.6%; n = 8) and the magnitude of LTP in the CA1 region.	reach	p(HGNC:CRH)	directlyIncreases	act(p(UP:P80450))
81c78155-d5d4-46bf-b83c-e6f5b14aafc4	0.92	23882180	In patch-clamp experiments, CRH increased the frequency and decay times of APs and decreased currents through A-type and delayed-rectifier potassium channels.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:SH2B2))
81c78155-d5d4-46bf-b83c-e6f5b14aafc4	0.92	23882180	Instead, CRH increased the frequency and prolonged the decay time of APs recorded from CA1 pyramidal neurons.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:SH2B2))
5e1a8c8d-744c-42e0-83c2-c3af14edb142	1.0	23882180	described that CRH activates PKA in C57 and BL6 whereas in BALB/c mice CRHR1 is coupled to the PKC pathway.	reach	p(HGNC:CRH)	directlyIncreases	act(p(FPLX:PKA))
754b1128-1ef6-493e-9e77-52b61e70152a	0.95	23887034	Baseline versus CRH stimulated prolactin values during IPSS.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:PRL))
fce539a3-71e3-4cc7-b392-7947c5c85d9c	0.86	23906001	Given the capacity of glucocorticoids and corticotropin releasing hormone to induce AD associated pathologies, I suggest a role for circadian cortisol hypersecretion in the initiation of sporadic AD; and propose a temporal mechanism for AD development featuring neuroinflammation- mediated suppression of central glucocorticoid receptor (GR) signaling.	reach	p(HGNC:CRH)	directlyIncreases	act(p(PFAM:PF09793))
5a177d44-5dd9-4e37-92b8-e17d8c2d40d7	0.95	23928667	The time integrated concentrations of the two hormones are positively correlated, with IL-6 leading CRH secretion.	reach	p(HGNC:IL6)	directlyIncreases	act(p(HGNC:CRH))
5a177d44-5dd9-4e37-92b8-e17d8c2d40d7	0.95	23928667	There was a significant positive correlation between IL-6 and CRH over time, peaking at the 12-minute interval, with IL-6 leading CRH.	reach	p(HGNC:IL6)	directlyIncreases	act(p(HGNC:CRH))
9eee59f3-a869-44cc-8709-eeaa762f66ff	0.86	23962689	Human skin does express an equivalent of the HPA axis that is highly organized and follows the central HPA axis organizational structure, in which corticotropin releasing hormone (CRH) or urocortin (UCN1) produced by skin cells and/or released by nerve endings interact with CRH receptor type 1 (CRH-R1) to produce POMC derived beta-END and ACTH peptides, with the latter stimulating local production of cortisol (COR) or corticosterone (CORT).	reach	complex(p(HGNC:CRH), p(HGNC:CRHR1))	directlyIncreases	act(p(HGNC:POMC))
3c3e0fc2-fdfa-41ee-957b-54d8dbf6b0fb	0.86	23964208	IL-1 has been shown to stimulate the secretion of CRH by hypothalamic cells and CRH stimulates the production of IL-1 and IL-2, suggesting the presence of a complete network between the neuroendocrine system and the immune system.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:IL2))
86a5db42-e9b8-41c6-a1ab-d30ee0f013c7	0.98	23964208	It has been shown that CRH inhibits the secretion of IL-1beta from mature neutrophils purified from spleens of mice injected with LPS.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:IL1B))
a54fb2f9-f655-4278-b1b8-3c4a12b27704	0.92	23990408	CRH neurons may stimulate BAT thermogenesis via the POA and DMH circuits.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:BAAT))
1bde472f-5627-4c78-ad0f-b64f47defd72	0.95	23990408	Oxytocin facilitates serotonin release in the median raphe nuclei and inhibits both corticotropin releasing hormone (CRH) neurons in the PVH and central amygdala neurons projecting to the periaqueductal gray, which may mediate its anti-stress and anxiolytic actions.	reach	p(HGNC:OXT)	directlyDecreases	act(p(HGNC:CRH))
f874b9c7-b6eb-4feb-b2d6-666a37ffde38	0.95	24015170	In mammals, the stress related peptide corticotropin releasing factor (CRF) and its paralogs urocortins 1, 2, and 3 (Ucn 1, Ucn 2, Ucn 3), activate two CRF receptor subtypes, CRF 1 and CRF 2, to varying degrees XREF_BIBR.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:C1QL1))
d2c53b43-d164-4699-aad1-68b290e9dd70	0.95	24033157	We have previously shown that NT augments the ability of corticotropin releasing hormone (CRH) to increase mast-cell-dependent vascular permeability in rodents.	reach	p(HGNC:NTS)	directlyIncreases	act(p(HGNC:CRH))
e927778e-3863-4b58-b171-fcf79acbf514	0.95	24053666	We hypothesize that Errbeta, Crhbp and Crhr2 may modulate stress signaling by altering the biological activity of Crh in extrahypothalamic sites and/or corticosterone feedback or secretion [XREF_BIBR, XREF_BIBR, XREF_BIBR, XREF_BIBR - XREF_BIBR].	reach	p(HGNC:CRHBP)	directlyIncreases	act(p(HGNC:CRH))
fb996f24-2ca3-411c-8f57-9684053d527b	0.94	24053666	We hypothesize that Errbeta, Crhbp and Crhr2 may modulate stress signaling by altering the biological activity of Crh in extrahypothalamic sites and/or corticosterone feedback or secretion [XREF_BIBR, XREF_BIBR, XREF_BIBR, XREF_BIBR - XREF_BIBR].	reach	p(HGNC:CRHR2)	directlyIncreases	act(p(HGNC:CRH))
ec346999-b3ec-4666-9d85-f91c6d1aed51	0.95	24062728	There is a large body of evidence to suggest that central corticotropin releasing hormone (CRH) signaling plays a crucial role in the stress induced suppression of the GnRH pulse generator.	reach	p(HGNC:CRH)	directlyDecreases	act(p(HGNC:GNRH1))
11b723a2-bbdb-47a2-9bae-2ae2857b453e	0.86	24065704	In 4B cells, 30 minutes or 18 hours of corticosterone exposure had no effect on forskolin induced nuclear accumulation of the recognized CRH transcriptional regulators, pCREB and transducer of regulated CREB activity 2.	reach	p(UP:A1CIL1)	directlyIncreases	act(p(HGNC:CRH))
748b83ee-dd42-4562-be90-b245fd42fd87	1.0	24065955	This increase was largely mediated by CRH activation of CRH-R1 located on NI neurons, as pre-treatment with the CRH antagonist, antalarmin, reduced the increase in relaxin-3 mRNA expression by 70–80%.	sparser	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CRHR1))
d9167271-43a3-4c67-8fb4-3d2794779a0f	0.95	24106476	BDNF neurons of VMH possibly project to the neurons expressing corticotrophin releasing hormone (CRH) in PVN, since the CRH neurons express TrkB, a receptor for BDNF, and icv injection of BDNF increases CRH mRNA.	reach	p(HGNC:BDNF)	directlyIncreases	act(p(HGNC:CRH))
d9167271-43a3-4c67-8fb4-3d2794779a0f	0.95	24106476	BDNF neurons of VMH possibly project to the neurons expressing corticotrophin releasing hormone (CRH) in PVN, since the CRH neurons express TrkB, a receptor for BDNF, and icv injection of BDNF increases CRH mRNA.	reach	p(HGNC:BDNF)	directlyIncreases	act(p(HGNC:CRH))
cf4da066-25ec-4fdc-aed9-954f0690d02d	0.92	24118285	By contrast, only nulliparous, PPT treated females had increased CRH mRNA in the lateral amygdala.	reach	p(HGNC:TAC1)	directlyIncreases	act(p(HGNC:CRH))
b1cc9d25-f343-48d3-ad4a-7fbb27f7fde0	0.95	24118285	For example, increased CRH production in the CeA is anxiogenic, whereas decreased CRH activity in this region is anxiolytic.	reach	p(HGNC:CRH)	directlyIncreases	act(p(HGNC:CEACAM5))
cf4da066-25ec-4fdc-aed9-954f0690d02d	0.92	24118285	In that study, PPT increased CRH mRNA in the PVN of primiparous females compared to vehicle treated controls, which is an effect that was not observed in nulliparous females.	reach	p(HGNC:TAC1)	directlyIncreases	act(p(HGNC:CRH))
798a78d8-88e3-4aa9-a11e-a15126ee063b	0.95	24118285	In turn, the increased Fos-IR observed after exposure to the EPM in primiparous females may occur in OT neurones, which, when coupled with acute PPT, may converge to suppress CRH transcription.	reach	p(HGNC:OXT)	directlyDecreases	p(HGNC:CRH)
eda61d83-8ef1-4b6c-9460-7beecade2683	0.94	24118285	Moreover, although ERalpha stimulates the transcription of CRH, ERbeta has been shown to attenuate the effects of stress on CRH transcription.	reach	p(HGNC:ESR1)	directlyIncreases	p(HGNC:CRH)
8f9e6e03-4cf1-49c0-bc02-862af0aa23f3	0.95	24130763	The hypothalamic-pituitary-adrenal (HPA) axis is activated by the hypothalamus via corticotropin releasing hormone (CRH) at the median eminence, which stimulates the release of ACTH from the anterior pituitary gland.	reach	p(HGNC:HPSE)	directlyIncreases	act(p(HGNC:CRH))
1bde472f-5627-4c78-ad0f-b64f47defd72	0.95	24183103	Third, like social housing, local OT injections in the PVN can reduce stress induced activation of CRH expressing neurons and intracellular signaling in rats.	reach	p(HGNC:OXT)	directlyDecreases	act(p(HGNC:CRH))
eda61d83-8ef1-4b6c-9460-7beecade2683	0.94	24184473	In addition, corticotropin releasing hormone (CRH) plays an essential role in the HPA axis and the stress response and both estrogen receptor alpha and beta can stimulate CRH gene expression.	reach	p(HGNC:ESR1)	directlyIncreases	p(HGNC:CRH)
80d1d752-96c7-4063-99c5-cbbcd61600c6	0.95	24193727	1 Experimental studies have shown that angiotensin II and ACE can also interfere with the secretion of pituitary hormones such as corticotropin (ACTH) and potentiates the stimulatory effects of corticotropin releasing hormone (CRH), thus contributing to the stress related activation of the hypothalamic-pituitary-adrenocortical (HPA) axis.	reach	p(HGNC:AGT)	directlyIncreases	act(p(HGNC:CRH))
80d1d752-96c7-4063-99c5-cbbcd61600c6	0.95	24252635	This could be the result of " stress " or possibly due to activation of RAS since AngII, at least under some circumstances, can stimulate or enhance the release of corticotropin releasing factor [XREF_BIBR] and ACTH [XREF_BIBR, XREF_BIBR] and, in addition, is capable of stimulating cortisol secretion directly from the adrenal fasciculata [XREF_BIBR, XREF_BIBR] or augmenting the effect of ACTH on cortisol production [XREF_BIBR].	reach	p(HGNC:AGT)	directlyIncreases	act(p(HGNC:CRH))
00870dad-3b22-4978-9c89-3c56973d7210	0.95	24302625	The increase of expression by 2-fold in luciferase activity from the Crh-120 mutant promoter is consistent with the observed in vivo effects of the increased expression of CRH, namely increased POMC expression (XREF_FIG F) and inappropriately normal plasma ACTH concentrations (XREF_FIG E) in the presence of hypercorticosteronemia (XREF_FIG D).	reach	p(HGNC:POMC)	directlyIncreases	p(HGNC:CRH)
5fb2ff18-e1b9-4455-94bc-f954d3095d86	0.95	24318124	Application of exogenous, synthetic GCs strongly suppresses CRH and vasopressin production in neurons of the human PVN [XREF_BIBR], whereas oxytocin (OXT) neurons are not affected.	reach	p(HGNC:UGCG)	directlyDecreases	act(p(HGNC:CRH))
